speaker,party,adjectives,text_preview,adjectives_str
Christoph Degen,SPD,"['gut', 'wichtig', 'wichtig', 'qualifiziert', 'gut', 'qualifizierte', 'gut', 'wichtig', 'gut', 'gut']"," 

Sehr geehrter Herr Präsident, meine Damen und Herren! 
Manchmal habe ich das Gefühl, man merkt es den Menschen 
an, wenn ihnen als Kind zu wenig vorgelesen wurde. 

(Beifall SPD, CDU, BÜNDNIS 90/DI","gut, wichtig, wichtig, qualifiziert, gut, qualifizierte, gut, wichtig, gut, gut"
Elisabeth Kula,LINKE,"['wichtig', 'gut', 'qualifizierte']"," 

Sehr geehrter Herr Präsident, meine Damen und Herren, 
liebe Gäste! Die Sprache ist wichtig. Lesen fördert die 
Fantasie und die Kreativität schon in ganz jungen Jahren. 
Kinder, die früh mit Gesch","wichtig, gut, qualifizierte"
Moritz Promny,FDP,"['gut', 'notwendigen']"," 

Frau Präsidentin, liebe Kolleginnen und Kollegen! Klar, 
der Vorlesetag ist ein ganz wichtiger Tag in unseren Kalendern. 
Wer von uns nimmt nicht gerne daran teil? Ich 
glaube, das ist unstreitig. ","gut, notwendigen"
Elisabeth Kula,LINKE,"['sicher', 'wichtige', 'gut']"," Stellen unterrichten 
keine Kinder!) 

Es ist doch Fakt, dass wir damit den Schülerinnen und 
Schülern wie auch den Lehrkräften mehr Zeit gegeben 
haben, um Sprache zu lernen, und mehr Zeit, um siche","sicher, wichtige, gut"
Torsten Felstehausen,LINKE,"['massenhaft', 'wichtig']"," 

Natürlich ist die Pressefreiheit nicht grenzenlos. Sie findet 
aber nicht ihre Grenzen in den Ansichten der CDU oder 
des Innenministers, sondern in den allgemeinen Gesetzen. 
Es ist klar, dass die","massenhaft, wichtig"
Jan Schalauske,LINKE,['illegale']," Für wen hat Stephan 
Ernst Wahlkampf gemacht? Für die AfD!) 

Die Frage, wer vom Verfassungsschutz beobachtet wird, ist 
nämlich eine politische Frage. Die dem Verfassungsschutz 
zugrunde liegende Id",illegale
Gernot Grumbach,SPD,"['gut', 'falsch']"," 

Frau Präsidentin, liebe Kolleginnen und Kollegen! Wir erleben 
ein weiteres Lehrstück, wie man versucht, Politik zu 
machen. Es müssen zuerst ein paar Erzählungen gefunden 
werden. Die müssen dann ","gut, falsch"
"Minuten Redezeit 

Yanki Pürsün",FDP,"['wichtig', 'humanitäre', 'sichere', 'schutzbedürftige']"," 

Frau Präsidentin, liebe Kolleginnen und Kollegen! Wir 
Freie Demokraten möchten mit diesem Setzpunkt eine Debatte 
darüber initiieren, wie das Land seiner Verantwortung 
bei der Aufnahme der Geflüc","wichtig, humanitäre, sichere, schutzbedürftige"
Robert Lambrou,AfD,"['gut', 'integriert']"," 
Aber genau so wird es kommen!) 

Zweitens. Es braucht Geld. Hier lohnt es, den Blick nach 
Bayern schweifen zu lassen. Wir Freie Demokraten fordern 
analog zu der dortigen Regelung die Vorfinanzieru","gut, integriert"
Marcus Bocklet,GRUENE,['wichtig']," 
Fantasie ist doch kein Kraftausdruck!) 

Ich habe die Kritik der kommunalen Familie vorgetragen. 
Sie können mir gerne Fantasien vorwerfen. Bezeichnen Sie 
die Kritik der Kommunen ebenso als Fanta",wichtig
Robert Lambrou,AfD,"['sicher', 'wichtig']"," Die sind ganz schnell weg!) 

Damit zum dritten Bereich, zur organisatorischen Entlastung. 
Unsere organisatorische Entlastung umfasst beispielsweise 
den Zuweisungsprozess, den wir auch weiterhin 
s","sicher, wichtig"
Stephan Grüger,SPD,['gut']," So ist es!) 

Die Kommunikation ist schlecht. Wäre sie gut, wie Sie 
sagen, gäbe es nicht so eindeutige Kritik von den Kommunalverbänden, 
Kreisen, Städten, aber auch sozialen Trägern, 
die sich in d",gut
"Daniela 
Sommer",SPD,"['falsch', 'humanitären']"," Dann haben Sie Frau Gersberg nicht 
richtig zugehört, Herr Bocklet!) 

Das wird doch dem Thema nicht gerecht, wenn man hört: 
Das Landesaufnahmegesetz bestimmt in § 1 die Aufnahmepflicht 
von Kommune","falsch, humanitären"
Manfred Pentz,CDU,['illegaler']," So ist es!) 

Da mutet es schon ein wenig seltsam an, wenn die FDP 
hier in ihrem Antrag lapidar personelle Unterstützung des 
Landes fordert. Es macht Sinn, Sie würden sich das gesamte 
Konstrukt, d",illegaler
Robert Lambrou,AfD,"['guten', 'sicher', 'notwendigen']"," Ganz in der Tradition Angela 
Merkels!) 

Die Antwort von Frau Faeser ist die Ausweitung der 
Bleiberechte, das Ausbleiben einer Rückkehroffensive und 
Kürzungen bei der Bundespolizei von insgesamt 4","guten, sicher, notwendigen"
Volker Richter,AfD,"['gut', 'gut', 'falschen', 'abgelehnt']"," 

Gut. Also noch einmal. Es wurde einmal gesagt, das gilt 
ausdrücklich für alle, das weiß ich, das habe ich noch sehr 
gut im Kopf, da habe ich hier oben auch in die Richtung 
geschaut. Es wurde abe","gut, gut, falschen, abgelehnt"
Robert Lambrou,AfD,['fremden']," Wann hat er das gemacht?) 

Wenn es um die Schule geht, reden Sie davon, dass es zu 
viele seien. Wenn es um Arbeitsplätze geht, reden Sie davon, 
dass es zu viele seien. Sie reden von Überfremdung. ",fremden
Saadet Sönmez,LINKE,"['wichtige', 'qualifizierte']"," 

Frau Präsidentin, meine Damen und Herren! Ich will es 
kurz machen. Der Tenor der Anhörung zu Ihrem Gesetz 
lässt sich folgendermaßen zusammenfassen: Den formalenÄnderungen des Gesetzes ist wenig e","wichtige, qualifizierte"
Frank Grobe,AfD,"['qualifizierte', 'wichtig', 'wichtige', 'wichtige']"," Was?) 

Wir brauchen Fachkräfte auch aus dem Ausland, meine 
Damen und Herren. 

(Beifall SPD  Unruhe AfD) 

Die Praxisbeispiele und Anhörungsunterlagen haben es gezeigt: 
Wir brauchen bessere Berat","qualifizierte, wichtig, wichtige, wichtige"
Saadet Sönmez,LINKE,['ausreisepflichtigen']," 

Danke sehr, Frau Präsidentin.  Herr Minister, können Sie 
uns über das Ergebnis der Innenministerkonferenz bezüglich 
der Aussetzung der Abschiebungen in den Iran aufklären? 

Präsidentin Astrid W",ausreisepflichtigen
Christiane Böhm,LINKE,"['wichtige', 'sicher', 'wichtig', 'gut', 'gut', 'gut', 'sicher']"," Das Land, nicht 
der Bund!) 

Deswegen begreift die Landesregierung  ich will das gern 
zitieren; Herr Staatsminister Wintermeyer hat auf diese 
Fragen in der Fragestunde schon geantwortet, aber auc","wichtige, sicher, wichtig, gut, gut, gut, sicher"
Matthias Büger,FDP,['gescheitert']," Genau!) 

Wir würden sagen, die Kommunen sind Partner des Landes 
und nicht Erfüllungsgehilfen des Landes, an die wir die 
Corona-, die Flüchtlings-und die Energiepolitik einfach 
outsourcen, denen w",gescheitert
Frank Grobe,AfD,"['gut', 'wichtig', 'wichtig', 'notwendige', 'notwendig']"," Sie sollten sich schämen!) 

Die Kommunen müssen bei der Aufnahme der Schutzsuchenden 
besser durch das Land unterstützt werden. Gleiches 
gilt aber auch bei den zunehmend überforderten Ausländerbehö","gut, wichtig, wichtig, notwendige, notwendig"
Saadet Sönmez,LINKE,['notwendigen']," 

Ich frage die Landesregierung: 

Teilt sie die kürzlich im Unterausschuss für Heimatvertriebene, 
Aussiedler, Flüchtlinge und Wiedergutmachung 
(UHW) seitens der Abteilung II, Referat Ausländerrech",notwendigen
Torsten Felstehausen,LINKE,"['ausreisepflichtigen', 'ausreisepflichtige']"," 

Ich frage die Landesregierung: 

Sind die hessischen Ausländerbehörden, zentrale sowie lokale, 
angewiesen worden, angesichts des auf Bundesebene 
angekündigten sogenannten Chancen-Aufenthaltsrech","ausreisepflichtigen, ausreisepflichtige"
Jürgen Frömmrich,GRUENE,"['gut', 'gut', 'notwendige', 'ausreisepflichtig', 'ausreisepflichtigen']"," Finde den Fehler!) 

Deshalb ist so eine Haushaltsdebatte auch gut geeignet, die 
Bevölkerung darauf aufmerksam zu machen, dass sich die 
schwarz-grüne Regierung in Sachen innerer Sicherheit gerne 
m","gut, gut, notwendige, ausreisepflichtig, ausreisepflichtigen"
Heiko Scholz,AfD,"['qualifizierten', 'gescheiterte']"," 

Sehr geehrte Frau Präsidentin, verehrte Damen und Herren, 
sehr geehrter Herr Staatsminister Lorz! Die Genugtuung 
über den Haushaltsplan für die kommenden beiden Jahre 
steht Ihnen, Herr Kultusmin","qualifizierten, gescheiterte"
Stefan Naas,FDP,['gut']," Die Mittelschicht!) 

Die Leidtragenden dieser ungerechten Entlastung sind leider 
nicht nur die Mittelschicht  schlimm genug , sondern 
auch der hessische Landeshaushalt, weil nämlich die prognost",gut
Claudia Ravensburg,CDU,"['wichtig', 'notwendige']"," 

Sehr geehrter Herr Präsident, sehr geehrte Kolleginnen und 
Kollegen! Frau Gnadl, ich kann Ihre Aussagen, die Sie 
am Anfang Ihrer Rede gemacht haben, nicht ganz nachvollziehen. 
Ich finde es enttä","wichtig, notwendige"
Yanki Pürsün,FDP,"['wichtig', 'guten', 'gut']"," 

Frau Präsidentin, liebe Kolleginnen und Kollegen! Der 
Blick auf die Zahlen ist für uns Freie Demokraten immer 
besonders wichtig. Beim ersten Blick auf den Einzelplan 
des Hessischen Ministeriums ","wichtig, guten, gut"
Saadet Sönmez,LINKE,['wichtige']," 

Frau Präsidentin! Herr Richter, der Umstand, dass Rentnerinnen 
und Rentner Flaschen sammeln müssen, hat nichts, 
aber auch gar nichts mit Flüchtlingen oder deren Asylverfahren 
zu tun, sondern das",wichtige
Marcus Bocklet,GRUENE,['falschen']," 
Unverschämtheit!) 

Der nächste Skandal, den Sie mitzuverantworten haben, 
betrifft das UKGM, das Universitätsklinikum Gießen-Marburg. 
Hier haben Sie gerade noch die Kurve gekriegt. Besser 
wäre es",falschen
Saadet Sönmez,LINKE,['qualifizierte']," 

Frau Präsidentin, meine Damen und Herren! 

Die Vertreibung von 15 Millionen Deutschen infolge 
des Zweiten Weltkriegs war ein epochales Ereignis 
in nie da gewesener Größenordnung. 

Dieser Satz i",qualifizierte
Frank Grobe,AfD,['gut']," Das macht sie doch immer!) 

Da sollte DIE LINKE ihre Haltung zu den Vertriebenen ein 
bisschen deutlicher klären. Das wäre nicht schlecht. 

(Beifall Holger Bellino (CDU)) 

Ich setze große Hoffnung",gut
Frank Grobe,AfD,['gut']," Zu Recht?) 

 Ja, weil wir kaum Themen zum Diskutieren haben. 
Hauptsächlich geht es um Flüchtlinge und nebenbei auch 
um Vertriebene. 
Zu Beginn der Legislaturperiode musste die für Heimatvertriebe",gut
Robert Lambrou,AfD,"['illegale', 'wichtige']"," So ist es!) 

Sie haben sie nicht nur verglichen, sondern gleichgesetzt. 
Wir als AfD finden, das ist nicht nur völlig ahistorisch und 
geschmacklos, das ist auch eine Verhöhnung der russlanddeutsche","illegale, wichtige"
Yanki Pürsün,FDP,"['wichtige', 'gut', 'gut']"," 

Frau Präsidentin, liebe Kolleginnen und Kollegen, sehr geehrte 
Frau Landesbeauftragte, verehrte Vertreter des Bundes 
der Vertriebenen! Ich freue mich, mit Ihnen heute im 
Landtag über das wichtig","wichtige, gut, gut"
Günter Rudolph,SPD,"['notwendige', 'notwendig', 'notwendig']"," 

Frau Präsidentin, meine sehr verehrten Damen und Herren, 
liebe Kolleginnen und Kollegen! Wenn man nicht auf notwendige 
Herausforderungen reagiert, wie bei der Reform 
des Staatsbürgerrechtes oder","notwendige, notwendig, notwendig"
Andreas Lichert,AfD,"['gut', 'gut', 'gut', 'gut', 'gut', 'integriert', 'gute', 'wichtig', 'falsche']"," Dass Sie das Wort Verantwortung 
überhaupt in den Mund nehmen!) 

Setzen Sie sich ernsthaft und seriös mit dem Thema auseinander. 

(Zurufe CDU: Das machen wir!) 

Machen Sie es nicht so wie Herr Mer","gut, gut, gut, gut, gut, integriert, gute, wichtig, falsche"
Thomas Hering,CDU,"['humanitären', 'qualifizierte']"," 

Sehr geehrte Frau Präsidentin, sehr geehrte Kolleginnen 
und Kollegen, liebe Zuschauer! Zu Beginn meiner Rede 
möchte ich eine grundsätzliche Vorbemerkung machen. Ja, 
wir sind auf die Zuwanderung ","humanitären, qualifizierte"
Günter Rudolph,SPD,['wichtigen']," Die Ampel im Bund!) 

Die doppelte Staatsbürgerschaft soll die Norm, nicht die 
Ausnahme sein. Dass sich an Staatsbürgerschaften auch 
entsprechende Rechte und Pflichten binden, findet wenig 
bis kei",wichtigen
Günter Rudolph,SPD,"['gut', 'notwendig']"," 

Frau Präsidentin, meine sehr verehrten Damen und Herren! 
Herr Hering, ich glaube, Sie haben nicht erkannt, um 
was es tatsächlich bei dem Thema Einbürgerung, Einwanderung, 
Staatsbürgerschaftsrech","gut, notwendig"
Saadet Sönmez,LINKE,['gut']," 

Frau Präsidentin, meine Damen und Herren! Herr Hering, 
wenn Sie jetzt an diesem Rednerpult von authentischen 
eigenen Erfahrungen reden wollen, dann können wir das 
gerne machen. Da hätte ich auch",gut
Thomas Hering,CDU,['illegaler']," Die absoluten Zahlen!) 

Sogar angesichts dieser Tatsache wird seit Wochen von 
Verramschen, von Pull-Faktoren und illegaler Zuwanderung 
in unsere sozialen Systeme schwadroniert und damit 
von den",illegaler
Volker Richter,AfD,"['integriert', 'gute']"," Das ist schön, wenn sich die 
LINKEN daran halten!) 

Diejenigen, die sich daran halten, sind nicht nur faktisch 
schon integriert, 

(J. Michael Müller (Lahn-Dill) (CDU): Ach, du liebe 
Zeit!) 
sond","integriert, gute"
Stephan Grüger,SPD,"['humanitär', 'qualifizierten', 'qualifizierte', 'massenhaft', 'humanitäre']"," So ein Quatsch!) 

Meine Damen und Herren, das ist weder humanitär noch 
gerecht, sondern unreflektiert und verantwortungslos. 

(Beifall AfD) 

Um die Bürger zu überzeugen, setzen Sie am tatsächlich","humanitär, qualifizierten, qualifizierte, massenhaft, humanitäre"
Günter Rudolph,SPD,['abgelehnt']," Nein! Abstimmung, Herr 
Präsident!) 

 Okay. Dann will ich aber noch einmal bimmeln.  So. 
Über den SPD-Antrag, Drucks. 20/9663, Tagesordnungspunkt 
64, stimmen wir nunmehr ab. Wer für diesen Antra",abgelehnt
Stefan Naas,FDP,['qualifizierten']," 

Lieber Herr Präsident, meine sehr verehrten Damen und 
Herren, liebe Kolleginnen und Kollegen! Sie kommt leise 
daher: die größte Bedrohung der hessischen Wirtschaft. Ihr 
Lieblingsrestaurant schrä",qualifizierten
Marcus Bocklet,GRUENE,"['gute', 'gut', 'gut']"," Ist 
er auch!) 

und dass er natürlich auch auf dieses Thema hingewiesen 
hat. Die zahlreichen Programme werden genannt werden 

 das Bündnis für Ausbildung sicherlich ; die gute duale 
Ausbildung ","gute, gut, gut"
Katrin Schleenbecker,GRUENE,"['gut', 'qualifizierten', 'gute', 'gute', 'guten', 'integriert']"," 

Herr Präsident, meine sehr geehrten Damen und Herren! 
Oder, wie der neue Spitzenkandidat der FDP gestern sagte: 
Liebe Freundinnen und Freunde! Ich rede heute im 
Rahmen eines aktuellen Setzpunk","gut, qualifizierten, gute, gute, guten, integriert"
"Marcus 
Bocklet",GRUENE,['gut']," Das ist zu 
kompliziert!) 

Zum Ende meiner Ausführungen zu diesem aktuellen Setzpunkt 
der FDP möchte ich noch etwas Persönliches anmerken. 
Ich glaube, es ist inzwischen allen klar, die sich 
ernst",gut
Lisa Gnadl,SPD,"['wichtig', 'gut', 'notwendig', 'wichtig']"," 

Frau Präsidentin, meine sehr verehrten Damen und Herren! 
Ehrlich gesagt, kann ich die Aufregung von Frau Heitland 
nicht richtig nachvollziehen. Ich sage einmal: Wer Antworten 
auf das Thema Fachk","wichtig, gut, notwendig, wichtig"
Andreas Lichert,AfD,"['gute', 'gut', 'notwendige']"," 

Frau Präsidentin, sehr geehrte Abgeordnete, meine Damen 
und Herren! Lass nie eine gute Krise ungenutzt verstreichen 
 das scheint die Devise der Berliner Ampel zu sein. 
Nach der Diskussion um di","gute, gut, notwendige"
Frank Grobe,AfD,"['gut', 'gut', 'qualifizierten']"," Denken 
Sie an Nordkorea!) 

Wenn man Berufe aufwerten möchte, dann muss man sie 
auch ordentlich bezahlen.  Was die dämliche Bemerkung 
mit Nordkorea damit zu tun haben soll, ist mir völlig unklar.","gut, gut, qualifizierten"
Torsten Felstehausen,LINKE,"['gute', 'qualifiziert']"," Oder viel weniger Rassismus!) 

 Viel weniger. Ich habe in die andere Richtung geschaut: 
Da wäre ein bisschen weniger auch schon ein Erfolg. 
Keine Frage: Die Menschen, die zu uns kommen, sind 
wil","gute, qualifiziert"
Tobias Eckert,SPD,['gut']," Das könnte man lösen, indem 
man es zusammenfasst!) 

Herr Naas, weil Sie es auch angesprochen haben: Wir haben, 
was Florian Rentsch und Jörg-Uwe Hahn vor 2014 
auf den Weg gebracht haben, auch weit",gut
Felix Martin,GRUENE,['sicher']," 

Herr Präsident, meine Damen und Herren! 

 in der Überzeugung, dass ein respektvolles Zusammenleben 
in Vielfalt und gesellschaftlicher Zusammenhalt 
in Hessen auf der Grundlage eines gemeinsamen ",sicher
Knut John,SPD,"['gut', 'gut', 'gut']"," 

Frau Präsidentin, meine Damen und Herren! Nun wollen 
wir zurückkommen zum eigentlichen Thema, nämlich zum 
Grünen Band. 

(Beifall SPD und vereinzelt BÜNDNIS 90/DIEGRÜNEN) 

Der ehemalige Todesstr","gut, gut, gut"
Elisabeth Kula,LINKE,['gut']," Die überhaupt nichts 
mit der Realität zu tun haben!) 

sondern es geht darum, dass man den Job wirklich attraktiv 
macht. 

Ich will ausdrücklich anerkennen, dass, alle Lehrkräfte 
nach A 13 gleich ",gut
Jan Schalauske,LINKE,"['wichtig', 'wichtigen', 'notwendig', 'wichtig']"," Das ist das Ende der 
nächsten Legislaturperiode!) 

Ein weiterer Punkt ist die Stärkung des gesellschaftlichen 
Zusammenhalts. Dort haben wir ein Paket von insgesamt 
über 35 Millionen . Wichtig is","wichtig, wichtigen, notwendig, wichtig"
Marius Weiß,SPD,['gute']," Weil ich es hier drin nicht 
essen darf!) 

 Ja, okay. 
(René Rock (Freie Demokraten): Nicht schlimm, 
wenn du mal nichts kriegst!  Heiterkeit) 

Vizepräsident Frank Lortz: 

Herr Minister, ich wil",gute
Dimitri Schulz,AfD,['problematisch']," 

Verehrtes Präsidium, verehrte Kollegen, verehrter Herr Dr. 
Roßnagel! Es beruhigt uns, die Mitglieder der AfD, dass 
offenbar keine schwerwiegenden Verstöße gegen den Datenschutz 
festzustellen sin",problematisch
Tobias Eckert,SPD,"['gute', 'gute']"," Man merkt, 
die CDU ist durch!  Weitere Zurufe) 

seit Jahren Verantwortung trägt, ist nun wirklich an Unglaubwürdigkeit 
kaum zu überbieten. 

Meine sehr geehrten Damen und Herren, wir haben es 
im","gute, gute"
Elisabeth Kula,LINKE,"['gefährlichen', 'sicher']"," 

Aber unser Ministerpräsident redet nicht nur dem gefährlichen 
Unsinn seines Parteivorsitzenden das Wort, sondern 
ist auch noch Stichwortgeber für ganz rechts außen, wenn 
er im gleichen Interview","gefährlichen, sicher"
Max Schad,CDU,"['illegal', 'gefährlichen']"," Das wissen Sie doch gar nicht!) 

Warum fehlt sie?  Weil Bund und Land hier kollektiv 
versagt haben, die nötigen Ressourcen und rechtlichen 
Rahmenbedingungen zur Verfügung zu stellen, damit die 
L","illegal, gefährlichen"
Manfred Pentz,CDU,['falsch']," Oh, das ist 
ganz dünnes Eis!) 

Seit heute Morgen glaube ich tatsächlich, dass das die 
Wahlkampfstrategie der CDU ist. Nach der Rede von 
Herrn Pentz kann da wirklich der Verdacht aufkommen. 
Ich f",falsch
Jürgen Frömmrich,GRUENE,['falsche']," 
Was haben Sie heute Morgen im Kaffee gehabt?) 

Nicht vergessen werden darf unterdessen von den Bürgern 
Hessens, dass die CDU im Bund jahrelang die Verantwortung 
für genau die Politik getragen hat",falsche
Elisabeth Kula,LINKE,"['schutzbedürftige', 'illegaler']"," Sie haben den Ernst 
nicht erkannt!) 

Auch die Not derer, die als wirklich Schutzbedürftige in 
unser Land kommen und für die wir noch viele Ressourcen 
benötigen, haben Sie nicht erkannt. Viele hie","schutzbedürftige, illegaler"
